Barcode	Peptide	LFC	totalMeanLFC
640038121	41_654_666	0.17205767393810767	0.1284161453916385
640038121	ACHD_383_395	0.49615323376330034	0.4756628179671483
640038121	AKT1_309_321_C310S	-0.020025110714859906	-0.3078730535473575
640038121	AKT1_320_332	-0.1660814728945068	-0.023025287606663742
640038121	ANXA1_14_26	-0.1264483352409398	-0.026855879501823072
640038121	ANXA2_17_29	-0.15476519427130686	-0.5954303139978133
640038121	ARAF_297_307	-0.06874252000531111	-0.00671600249750511
640038121	BTLA_252_262	-0.15769869910905232	-0.03394614117897247
640038121	CALM_95_107	0.1182628816198199	-0.12156991642782107
640038121	CBL_693_705	-0.31970218162585606	-0.356517325706115
640038121	CD28_185_197	-0.022586685067240264	-0.07615048925171841
640038121	CD28_203_215	0.16195429033373276	0.08252208602673328
640038121	CD3E_182_194	-0.3834173634555267	-0.2623147055530408
640038121	CD3E_193_205	-0.3402289116303061	-0.07656822745111835
640038121	CD3Z_105_117	-0.19324607567693164	-0.19187877057390335
640038121	CD3Z_116_128	-0.1437601233271577	-0.22789225427145934
640038121	CD3Z_117_129	-0.28179196941311524	-0.23572032968814374
640038121	CD3Z_135_147	-0.3285299141243012	-0.2617226234963021
640038121	CD3Z_77_89	0.2850386822492901	0.12890324904803338
640038121	CD70_9_21_C17S	-0.14017765804825988	0.21331346802064152
640038121	CDK1_9_21	-0.010654264732902874	-0.11135848428855837
640038121	CDK2_8_20	-0.10258410312957977	-0.17190923804043776
640038121	CDK4_11_23	-0.16421305753992943	-0.2139076272454865
640038121	CTNB1_79_91	-0.2808299887978434	-0.2992868473221373
640038121	DCX_67_79	0.25317108288673573	0.15833512296299132
640038121	DYR1A_312_324	-0.5217950298828251	-0.5311295471314111
640038121	EGFR_1103_1115	-0.10633318401425118	-0.22720815105532774
640038121	EGFR_1165_1177	-0.21515017500574007	-0.06941683563557326
640038121	EGFR_1190_1202	-0.4286865607906942	-0.2088755182315268
640038121	EPHA1_774_786	-0.2988608253339713	-0.09411909321797829
640038121	EPHA2_765_777	-0.25641808042715475	-0.11286473150013994
640038121	EPHA7_607_619	0.041150866918582274	-0.09441931912116679
640038121	EPHB1_771_783	-0.08265165500116911	-0.0683954190756421
640038121	EPHB1_921_933	0.31975699584573514	-0.2884358376331893
640038121	EPOR_361_373	-0.11565115135720028	-0.18610677792244879
640038121	EPOR_419_431	-0.15197319271984178	-0.08474115382569754
640038121	ERBB2_1241_1253	-0.11413593790924459	-0.02318440328855183
640038121	ERBB2_870_882	-0.1336044741022624	-0.01910802179641428
640038121	ERBB4_1277_1289	-0.2574605610092018	-0.018669978993688385
640038121	FAK1_569_581	-0.2690820798472453	0.04729143827428691
640038121	FAK2_572_584	-0.014226601567957964	-0.048877321303541756
640038121	FER_707_719	-0.19787459125265094	-0.17736276959759087
640038121	FES_706_718	-0.0962525059491206	-0.16939899565648217
640038121	FGFR1_761_773	-0.03422748048305824	0.0320078123746376
640038121	FGFR2_762_774	-0.20754120279517085	0.060102470941529575
640038121	FGFR3_753_765	-0.11969756615493843	0.01817489124660791
640038121	FRK_380_392	-0.07895507052020001	-0.2922746710577542
640038121	GAB1_622_632	-0.5017286394993423	-0.07135262790266106
640038121	GAB2_638_648	-0.12265575934262118	-0.5476757096752575
640038121	GSK3B_210_222_C218S	0.1279393885545801	0.0029276811462220684
640038121	HAVR2_257_267	-0.18873430523027146	-0.13721677481401487
640038121	IRS1_890_902	-0.37785567056022007	-0.6015871812442836
640038121	IRS2_626_638	-0.14013672912921216	-0.040187553521201735
640038121	JAK1_ 1027_1039	-0.3624629520119589	-0.31547691103617304
640038121	JAK2_563_577	-0.10190395208860803	-0.15149772545699522
640038121	JAK3_974_986	-0.2907974347397957	-0.1227632043221402
640038121	K2C6B_53_65	-0.15544362473758078	-0.3066204788654572
640038121	K2C8_425_437	-0.3029064851246295	-0.13234548250871944
640038121	KIT_930_942_C942S	-0.19769518413791864	-0.2903320621932597
640038121	KSYK_518_530	-0.3718040015269324	-0.3429101505429372
640038121	LAT_194_206	-0.3823542974787406	-0.07955505593180412
640038121	LAT_249_261	-0.2521764667766577	-0.09055057479220736
640038121	LCK_387_399	-0.15461983244699518	-0.036476495981273636
640038121	LYN_391_403	-0.17013076269786964	-0.04107706454951673
640038121	MAPK3_198_210_C203S	-0.34562418733071887	-0.6197159125469605
640038121	MBP_198_210	-0.10256973364054733	-0.3014444816161103
640038121	MET_1227_1239	-0.2572866092234749	-0.21027066584203288
640038121	MET_1228_1240	-0.0773813300580315	-0.04203365608447444
640038121	MK03_199_208	-0.4382066637330251	-0.30296845691674995
640038121	MK07_ 212_224	-0.039879598525776494	-0.11668758827824484
640038121	MK08_181_191	-0.06314771852634316	-0.4027147291196235
640038121	MK10_216_228	-0.29534027277188546	-0.3719524132996028
640038121	MK12_178_190	-0.2229862451937259	-0.2790617066542331
640038121	MK12_180_189_M182B	0.20226914978345878	-0.1571695275457284
640038121	MK14_177_187	0.15354525825345577	-0.025676137804714855
640038121	MPZL1_236_246	-0.03861262845057922	-0.20831246039347326
640038121	NCF1_313_325	-0.3478022059223651	-0.09770387987502094
640038121	NPT2A_501_513	-0.341259573139296	-0.28109844241867527
640038121	NTRK2_696_708	-0.3530709761756512	-0.10714628705623792
640038121	P85A_600_612	-0.36994816087654314	-0.24497322145254272
640038121	PAXI_111_123	-0.23726352829302755	-0.5500966868252242
640038121	PAXI_24_36	-0.038543320873900555	-0.16467505643080926
640038121	PDPK1_2_14	-0.15242036407213533	-0.18944831139164928
640038121	PDPK1_369_381	-0.14288458092195633	0.08942607252482777
640038121	PECA1_706_718	-0.3173495602895908	-0.38666321232059914
640038121	PGFRB_1002_1014	-0.31751535716557733	-0.42663700950453914
640038121	PGFRB_1014_1028	-0.4614131484859847	-0.20032232391812185
640038121	PGFRB_572_584	-0.09784058259166173	-0.1748737433592984
640038121	PGFRB_709_721	-0.17268905605033247	-0.10179234163954269
640038121	PGFRB_768_780	-0.17999296635642725	-0.09131625391628528
640038121	PGFRB_771_783	-0.1603639105563106	-0.1979197390155368
640038121	PLCG2_1191_1203_C1200S	-0.2232097254922234	-0.1773325541238163
640038121	PP2AB_297_309	-0.042855478961797644	-0.09425587936061897
640038121	PRGR_786_798	-0.46211864386709234	-0.15085449400767695
640038121	PRRX2_202_214	-0.2536278005735202	-0.3038817026822424
640038121	PTN11_539_551	0.046129170729201086	0.08999894011831033
640038121	PTN11_57_67	-0.23500613872108467	-0.14591282562946262
640038121	PTN11_580_590	-0.15644410525494834	-0.27350218680338223
640038121	PTN6_531_541	-0.2655075375217226	-0.39030839111688803
640038121	PTN6_558_570	-0.01723637277162826	-0.02174912125751553
640038121	RAF1_332_344	-0.0909714773191368	-0.10191418943521757
640038121	RASA1_453_465	-0.040915095923862665	-0.20722241135812838
